0000-00-00,00:00:00,93.12,28.95,58.50,69.97,28.38,-9.12,-1.04,-1.59,28.95,852.89,1429.85
0000-00-00,00:00:00,92.78,28.89,58.20,70.19,25.87,-9.13,-1.04,-1.61,28.89,852.92,1429.57
0000-00-00,00:00:00,101.00,28.92,58.20,69.93,23.06,-9.12,-1.04,-1.59,28.92,852.92,1429.56
