YYYY-MM-DD,HH:MM:SS,dist_cm,temp_c,hum_pct,pitch_deg,gas_ppm,ax_ms2,gx_dps,ay_ms2,bmp_t_c,bmp_p_hpa,bmp_alt_m
2026-07-28,00:00:05,253.40,23.63,75.10,69.55,35.94,-9.05,-1.16,-1.70,23.63,857.18,1388.84
2026-07-28,00:01:05,253.61,23.62,75.00,69.62,35.80,-9.05,-1.10,-1.71,23.62,857.17,1388.91
2026-07-28,00:02:05,252.94,23.61,75.10,69.53,35.86,-9.05,-1.10,-1.71,23.61,857.16,1389.02
2026-07-28,00:03:05,253.47,23.61,75.10,69.52,35.69,-9.06,-1.10,-1.70,23.61,857.15,1389.10
2026-07-28,00:04:05,253.60,23.61,75.00,69.74,35.86,-9.07,-1.10,-1.68,23.61,857.14,1389.21
2026-07-28,00:05:05,253.35,23.60,75.00,69.43,35.87,-9.05,-1.16,-1.71,23.60,857.16,1389.02
2026-07-28,00:06:05,253.33,23.59,74.90,69.47,36.02,-9.05,-1.16,-1.70,23.59,857.16,1388.98
2026-07-28,00:07:05,253.40,23.58,74.80,69.75,35.76,-9.05,-1.16,-1.70,23.58,857.21,1388.59
2026-07-28,00:08:05,253.29,23.57,74.80,69.42,35.95,-9.07,-1.16,-1.72,23.57,857.24,1388.29
2026-07-28,00:09:05,253.59,23.56,75.00,69.55,35.93,-9.05,-1.10,-1.71,23.56,857.25,1388.15
2026-07-28,00:10:05,253.50,23.55,75.00,69.64,35.86,-9.06,-1.16,-1.70,23.55,857.25,1388.15
2026-07-28,00:11:05,253.74,23.54,75.10,69.63,35.97,-9.04,-1.16,-1.71,23.54,857.27,1387.99
2026-07-28,00:12:05,253.19,23.54,75.00,69.41,35.89,-9.04,-1.10,-1.72,23.54,857.24,1388.22
2026-07-28,00:13:05,253.60,23.53,75.00,69.60,35.84,-9.04,-1.16,-1.68,23.53,857.26,1388.06
2026-07-28,00:14:05,253.43,23.52,75.00,69.58,35.97,-9.05,-1.16,-1.68,23.52,857.23,1388.37
2026-07-28,00:15:05,253.59,23.51,74.90,69.49,35.73,-9.05,-1.16,-1.71,23.51,857.22,1388.44
2026-07-28,00:16:05,253.25,23.51,74.90,69.48,35.78,-9.06,-1.16,-1.70,23.51,857.22,1388.47
2026-07-28,00:17:05,253.10,23.51,74.90,69.40,35.52,-9.05,-1.10,-1.72,23.51,857.19,1388.78
2026-07-28,00:18:05,253.22,23.51,75.00,69.67,35.67,-9.05,-1.16,-1.71,23.51,857.17,1388.93
2026-07-28,00:19:05,253.62,23.51,74.90,69.60,35.77,-9.05,-1.16,-1.69,23.51,857.15,1389.12
2026-07-28,00:20:05,253.04,23.52,74.80,69.50,35.83,-9.03,-1.22,-1.71,23.52,857.15,1389.15
2026-07-28,00:21:05,253.22,23.52,74.80,69.67,35.90,-9.05,-1.16,-1.70,23.52,857.15,1389.15
2026-07-28,00:22:05,253.53,23.51,74.70,69.43,35.86,-9.05,-1.10,-1.71,23.51,857.15,1389.12
2026-07-28,00:23:05,253.75,23.50,74.70,69.52,35.84,-9.05,-1.10,-1.70,23.50,857.15,1389.16
2026-07-28,00:24:05,253.35,23.48,74.80,69.61,35.76,-9.03,-1.22,-1.70,23.48,857.15,1389.12
