YYYY-MM-DD,HH:MM:SS,dist_cm,temp_c,hum_pct,pitch_deg,gas_ppm,ax_ms2,gx_dps,ay_ms2,bmp_t_c,bmp_p_hpa,bmp_alt_m
2026-07-18,13:07:58,101.09,29.37,63.00,69.97,31.08,-9.12,-1.04,-1.59,29.37,853.31,1425.86
2026-07-18,13:08:58,100.88,29.39,59.10,69.95,31.07,-9.13,-1.04,-1.59,29.39,853.31,1425.79
2026-07-18,13:09:58,101.21,29.38,59.10,70.10,31.14,-9.13,-1.04,-1.56,29.38,853.28,1426.15
2026-07-18,13:10:58,100.96,29.34,58.80,69.95,31.69,-9.11,-0.92,-1.58,29.34,853.26,1426.30
2026-07-18,13:11:58,100.77,29.32,58.50,70.06,32.20,-9.10,-1.04,-1.58,29.32,853.23,1426.58
2026-07-18,13:12:58,100.89,29.30,58.30,70.04,32.28,-9.10,-0.98,-1.59,29.30,853.25,1426.45
2026-07-18,14:08:12,92.57,28.78,58.00,70.33,19.22,-9.11,-0.98,-1.57,28.78,852.91,1429.59
2026-07-18,14:09:12,87.75,28.80,58.10,70.02,18.12,-9.10,-1.04,-1.60,28.80,852.92,1429.53
2026-07-18,14:10:12,96.39,28.75,58.60,70.14,18.47,-9.11,-1.04,-1.57,28.75,852.93,1429.47
2026-07-18,14:11:12,85.81,28.77,58.50,69.98,17.63,-9.13,-1.04,-1.59,28.77,852.93,1429.46
2026-07-18,14:12:12,101.10,28.75,58.90,69.95,18.46,-9.12,-1.10,-1.59,28.75,852.91,1429.58
2026-07-18,14:13:12,86.92,28.72,59.10,70.07,18.63,-9.12,-1.04,-1.61,28.72,852.97,1429.06
2026-07-18,14:14:12,101.33,28.71,59.20,69.99,17.74,-9.13,-1.10,-1.59,28.71,852.94,1429.37
2026-07-18,14:15:12,100.61,28.71,59.50,70.02,16.90,-9.12,-1.04,-1.58,28.71,852.96,1429.17
2026-07-18,14:16:12,101.02,28.68,59.60,70.08,16.16,-9.11,-1.10,-1.59,28.68,852.96,1429.16
2026-07-18,14:17:12,93.88,28.64,59.60,69.99,15.00,-9.12,-0.98,-1.60,28.64,852.95,1429.19
2026-07-18,14:18:12,101.27,28.61,60.00,70.04,14.10,-9.12,-1.04,-1.58,28.61,852.95,1429.24
2026-07-18,14:19:12,101.06,28.56,60.10,70.14,13.48,-9.13,-1.04,-1.59,28.56,852.93,1429.41
2026-07-18,14:20:12,92.27,28.53,60.00,70.12,0.00,-9.11,-1.10,-1.58,28.53,852.93,1429.45
2026-07-18,14:21:12,87.78,28.50,60.50,70.15,0.00,-9.09,-1.04,-1.58,28.50,852.92,1429.52
2026-07-18,14:22:12,101.26,28.48,60.60,69.98,0.00,-9.12,-1.04,-1.58,28.48,852.92,1429.52
2026-07-18,14:23:12,94.86,28.49,60.20,70.03,0.00,-9.11,-0.98,-1.61,28.49,852.93,1429.44
2026-07-18,14:24:12,101.09,28.51,60.10,70.10,0.00,-9.12,-1.10,-1.58,28.51,852.94,1429.32
2026-07-18,14:25:12,95.09,28.53,59.90,69.99,0.00,-9.12,-1.22,-1.57,28.53,852.96,1429.15
2026-07-18,14:26:12,100.88,28.52,60.10,69.94,0.00,-9.09,-1.04,-1.58,28.52,852.98,1428.92
2026-07-18,14:27:12,91.88,28.51,59.70,70.06,0.00,-9.10,-1.10,-1.57,28.51,852.97,1429.07
2026-07-18,14:28:12,101.15,28.44,59.20,70.05,0.00,-9.11,-1.04,-1.58,28.44,853.00,1428.78
2026-07-18,14:29:12,92.42,28.34,59.10,70.03,0.00,-9.12,-1.10,-1.59,28.34,853.00,1428.73
2026-07-18,14:30:12,94.78,28.31,59.00,69.99,0.00,-9.11,-1.04,-1.61,28.31,852.98,1428.93
2026-07-18,14:31:12,101.06,28.32,59.20,70.16,0.00,-9.11,-1.10,-1.58,28.32,852.98,1428.95
2026-07-18,14:32:12,101.15,28.27,59.00,70.14,0.00,-9.11,-1.10,-1.59,28.27,852.97,1429.03
2026-07-18,14:33:12,89.94,28.25,58.70,69.83,0.00,-9.12,-1.10,-1.59,28.25,852.99,1428.89
2026-07-18,14:34:12,90.14,28.29,58.80,70.09,0.00,-9.12,-1.10,-1.58,28.29,852.96,1429.15
2026-07-18,14:35:12,101.26,28.23,58.60,70.08,0.00,-9.12,-1.10,-1.56,28.23,852.99,1428.88
2026-07-18,14:36:12,89.42,28.18,58.20,70.05,0.00,-9.10,-1.04,-1.58,28.18,852.97,1429.09
2026-07-18,14:37:12,101.18,28.16,57.80,70.12,0.00,-9.12,-1.04,-1.58,28.16,852.97,1429.07
2026-07-18,14:38:12,100.91,28.15,57.80,70.11,0.00,-9.11,-1.04,-1.57,28.15,852.95,1429.25
2026-07-18,14:40:14,49.65,28.21,58.20,70.15,16.06,-9.11,-1.10,-1.58,28.21,852.97,1429.01
2026-07-18,14:41:14,86.86,28.20,57.30,70.04,16.64,-9.12,-1.04,-1.58,28.20,852.98,1428.99
