created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2026-07-21T00:00:52-04:00,9961,122.40813,24.89000,74.70000,33.95288,856.89923,1391.51123,9.66318,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:01:52-04:00,9962,98.12373,24.89000,74.70000,27.37381,856.90436,1391.46106,9.67593,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:02:52-04:00,9963,114.96931,24.87000,74.60000,23.92679,856.89960,1391.50867,9.67181,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:03:53-04:00,9964,112.53143,24.86000,74.70000,,856.86829,1391.80725,9.67743,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:04:52-04:00,9965,112.59547,24.85000,74.80000,,856.85236,1391.95776,9.68213,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:05:52-04:00,9966,129.27098,24.84000,74.90000,,856.85132,1391.96838,9.65981,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:06:52-04:00,9967,111.35838,24.83000,74.90000,,856.81482,1392.31458,9.68187,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:07:53-04:00,9968,129.38646,24.82000,75.00000,,856.80737,1392.38586,9.66420,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:08:52-04:00,9969,132.27452,24.82000,75.00000,20.35554,856.79517,1392.50208,9.66078,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:09:52-04:00,9970,114.87641,24.82000,75.00000,17.85567,856.81549,1392.30920,9.67713,10.92529,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:10:52-04:00,9971,138.20328,24.82000,75.00000,16.10576,856.79486,1392.50745,9.66451,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:11:52-04:00,9972,135.92661,24.81000,75.10000,,856.79626,1392.49414,9.66785,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:12:53-04:00,9973,144.57449,24.80000,75.10000,,856.78015,1392.64746,9.68241,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:13:52-04:00,9974,144.05142,24.80000,75.20000,14.88083,856.79346,1392.52063,9.67416,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:14:52-04:00,9975,137.67590,24.80000,75.20000,,856.78705,1392.58142,9.67042,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:15:53-04:00,9976,138.30618,24.79000,75.30000,14.56437,856.77789,1392.66858,9.66726,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:16:52-04:00,9977,136.44197,24.79000,75.10000,,856.76733,1392.76904,9.66428,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:17:52-04:00,9978,137.86885,24.79000,75.20000,13.80185,856.77576,1392.68713,9.67572,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:18:52-04:00,9979,130.48578,24.78000,75.10000,13.26809,856.76862,1392.75574,9.64785,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:19:52-04:00,9980,131.15033,24.77000,75.10000,21.02645,856.77155,1392.72937,9.66409,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:20:53-04:00,9981,138.37764,24.76000,75.10000,19.35207,856.76404,1392.80066,9.66258,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:21:52-04:00,9982,133.35411,24.76000,75.10000,23.90566,856.79272,1392.52588,9.67452,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:22:53-04:00,9983,130.42146,24.75000,75.10000,,856.78564,1392.59460,9.66034,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:23:52-04:00,9984,134.05812,24.75000,75.20000,,856.80096,1392.44666,9.65912,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:24:52-04:00,9985,132.81302,24.74000,75.10000,20.72478,856.78314,1392.61841,9.66889,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:25:52-04:00,9986,121.79930,24.74000,75.00000,22.29593,856.79974,1392.45984,9.68531,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:26:52-04:00,9987,131.37758,24.73000,75.00000,19.91948,856.81482,1392.31458,9.67581,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:27:52-04:00,9988,130.87593,24.73000,75.00000,,856.81659,1392.29871,9.65845,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:28:52-04:00,9989,127.43479,24.73000,74.90000,25.05879,856.80768,1392.38318,9.69397,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:29:53-04:00,9990,132.01642,24.72000,74.90000,27.64604,856.81763,1392.28809,9.65779,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:30:52-04:00,9991,134.93620,24.72000,75.00000,,856.81232,1392.34094,9.67636,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:31:52-04:00,9992,137.70306,24.72000,74.90000,,856.80219,1392.43604,9.66912,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:32:52-04:00,9993,129.13950,24.72000,74.90000,28.06125,856.78491,1392.59985,9.67025,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:33:52-04:00,9994,138.23328,24.70000,74.90000,,856.79053,1392.54700,9.68069,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:34:53-04:00,9995,128.85365,24.71000,75.00000,,856.80640,1392.39648,9.65349,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:35:53-04:00,9996,137.85168,24.71000,75.00000,,856.79242,1392.52856,9.64658,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:36:52-04:00,9997,137.61159,24.71000,75.00000,23.24966,856.78076,1392.63953,9.66409,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:37:52-04:00,9998,128.85365,24.71000,75.00000,19.88156,856.76880,1392.75317,9.65242,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:38:52-04:00,9999,131.49477,24.70000,74.90000,,856.75470,1392.89050,9.68637,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:39:52-04:00,10000,128.02473,24.69000,74.90000,18.90872,856.75580,1392.88000,9.67320,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:40:52-04:00,10001,123.68580,24.69000,74.90000,23.24243,856.76263,1392.81396,9.66947,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:41:52-04:00,10002,127.30016,24.69000,74.90000,,856.77594,1392.68713,9.69485,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:42:52-04:00,10003,137.92888,24.68000,74.90000,,856.76001,1392.83765,9.65132,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:43:52-04:00,10004,131.17607,24.68000,75.00000,20.32422,856.77869,1392.66064,9.65803,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:44:52-04:00,10005,138.52913,24.69000,74.90000,,856.76733,1392.76904,9.66087,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:45:52-04:00,10006,138.22043,24.68000,74.80000,25.10053,856.75958,1392.84302,9.64581,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:46:52-04:00,10007,135.31778,24.68000,74.80000,30.04026,856.74768,1392.95654,9.65604,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:47:52-04:00,10008,97.67783,24.67000,74.80000,24.63498,856.73553,1393.07288,9.66125,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:48:53-04:00,10009,130.53293,24.67000,74.90000,,856.76782,1392.76367,9.66497,10.55908,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:49:52-04:00,10010,138.26331,24.67000,74.90000,,856.75745,1392.86414,9.69469,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:50:52-04:00,10011,137.69734,24.67000,74.80000,,856.75745,1392.86414,9.67303,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:51:52-04:00,10012,137.91173,24.67000,74.90000,,856.76251,1392.81396,9.66460,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:52:52-04:00,10013,137.70306,24.66000,74.80000,29.74556,856.74829,1392.95129,9.66372,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:53:52-04:00,10014,138.01176,24.65000,74.80000,24.42869,856.74097,1393.02002,9.66538,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:54:53-04:00,10015,122.74255,24.64000,74.90000,26.07041,856.71814,1393.23669,9.67080,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:55:52-04:00,10016,137.71451,24.63000,74.80000,,856.69531,1393.45593,9.66495,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:56:52-04:00,10017,138.00032,24.63000,74.80000,22.30381,856.69531,1393.45593,9.64721,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:57:53-04:00,10018,118.02972,24.63000,74.80000,,856.66455,1393.74927,9.67991,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:58:53-04:00,10019,135.76797,24.62000,74.70000,28.21356,856.66553,1393.73877,9.65242,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T00:59:53-04:00,10020,131.22322,24.62000,74.70000,31.12378,856.67029,1393.69385,9.67802,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:00:53-04:00,10021,137.73164,24.62000,74.70000,,856.64984,1393.88928,9.67340,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:01:53-04:00,10022,135.54932,24.61000,74.70000,25.39344,856.66486,1393.74658,9.66021,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:02:52-04:00,10023,85.97295,24.60000,74.70000,,856.64899,1393.89722,9.67110,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:03:52-04:00,10024,137.30290,24.60000,74.80000,21.38220,856.63690,1394.01355,9.66626,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:04:52-04:00,10025,137.50870,24.60000,74.70000,27.51853,856.66888,1393.70703,9.64456,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:05:52-04:00,10026,132.74100,24.59000,74.70000,,856.66345,1393.75989,9.67549,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:06:52-04:00,10027,110.95478,24.59000,74.70000,30.56787,856.63940,1393.98975,9.66572,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:07:52-04:00,10028,138.59772,24.59000,74.70000,,856.64081,1393.97656,9.65525,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:08:52-04:00,10029,139.03505,24.59000,74.70000,,856.63733,1394.00818,9.65988,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:09:52-04:00,10030,138.16040,24.58000,74.70000,,856.63049,1394.07434,9.67025,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:10:52-04:00,10031,137.88028,24.58000,74.70000,27.56541,856.64221,1393.96069,9.66285,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:11:52-04:00,10032,137.73737,24.58000,74.80000,,856.62360,1394.14038,9.67135,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:12:52-04:00,10033,137.73593,24.59000,74.80000,30.49959,856.61011,1394.26721,9.67501,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:13:53-04:00,10034,138.37048,24.58000,74.70000,,856.60266,1394.33850,9.65572,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:14:53-04:00,10035,134.70181,24.57000,74.70000,30.63148,856.59509,1394.41248,9.66823,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:15:53-04:00,10036,137.87456,24.56000,74.70000,,856.57404,1394.61328,9.66210,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:16:53-04:00,10037,128.89940,24.56000,74.70000,,856.55682,1394.77710,9.66229,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:17:53-04:00,10038,116.51138,24.56000,74.80000,25.04882,856.54999,1394.84058,9.66353,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:18:52-04:00,10039,134.99908,24.56000,74.80000,21.14097,856.53461,1394.98853,9.67072,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:19:53-04:00,10040,130.76447,24.55000,74.70000,18.40547,856.51556,1395.17078,9.66296,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:20:53-04:00,10041,138.17755,24.55000,74.70000,,856.48279,1395.48267,9.67391,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:21:53-04:00,10042,97.96508,24.54000,74.80000,25.54711,856.48608,1395.45093,9.66639,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:22:52-04:00,10043,137.73164,24.55000,74.80000,,856.45544,1395.74414,9.66582,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:23:52-04:00,10044,131.31755,24.54000,74.80000,,856.44135,1395.87891,9.66351,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:24:52-04:00,10045,102.14539,24.54000,74.80000,,856.44690,1395.82349,9.66912,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:25:53-04:00,10046,137.74879,24.54000,74.80000,21.48977,856.43109,1395.97668,9.65021,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:26:53-04:00,10047,90.60917,24.53000,74.70000,,856.43250,1395.96350,9.65442,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:27:53-04:00,10048,94.29070,24.53000,74.70000,,856.40485,1396.22510,9.64812,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:28:53-04:00,10049,138.17755,24.53000,74.70000,,856.39807,1396.29114,9.65538,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:29:53-04:00,10050,138.01747,24.52000,74.70000,18.64963,856.38922,1396.37573,9.66132,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:30:53-04:00,10051,128.91083,24.52000,74.60000,,856.37866,1396.47607,9.67445,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:31:53-04:00,10052,101.69093,24.52000,74.60000,16.66154,856.36658,1396.58972,9.65673,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:32:53-04:00,10053,120.91608,24.52000,74.50000,,856.35797,1396.67432,9.65175,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:33:53-04:00,10054,123.01695,24.51000,74.40000,15.31403,856.34039,1396.84070,9.66372,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:34:53-04:00,10055,129.35674,24.51000,74.40000,21.98051,856.31470,1397.08643,9.67235,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:35:53-04:00,10056,138.33189,24.50000,74.20000,28.43050,856.30060,1397.22119,9.66616,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:36:53-04:00,10057,137.75452,24.50000,74.20000,,856.26471,1397.56213,9.66153,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:37:53-04:00,10058,111.18344,24.50000,74.20000,,856.25946,1397.61230,9.64849,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:38:53-04:00,10059,126.24973,24.49000,74.10000,32.65823,856.24341,1397.76550,9.66356,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:39:52-04:00,10060,138.18898,24.48000,74.00000,34.26656,856.23950,1397.80249,9.66030,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:40:53-04:00,10061,137.91457,24.47000,74.10000,35.07638,856.20819,1398.10376,9.65672,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:41:53-04:00,10062,128.77934,24.48000,74.10000,,856.17267,1398.44202,9.65222,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:42:53-04:00,10063,137.98889,24.47000,74.10000,,856.18079,1398.36536,9.67166,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:43:53-04:00,10064,117.71761,24.47000,74.00000,28.16026,856.17206,1398.44727,9.66516,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:44:53-04:00,10065,135.70795,24.47000,74.00000,23.53785,856.16522,1398.51331,9.65774,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:45:53-04:00,10066,108.23365,24.46000,74.00000,,856.12384,1398.90698,9.65637,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:46:53-04:00,10067,137.97174,24.46000,74.00000,20.08329,856.08569,1399.27161,9.65945,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:47:53-04:00,10068,56.68075,24.45000,73.90000,25.77202,856.04443,1399.66528,9.67685,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:48:53-04:00,10069,102.54842,24.45000,74.00000,29.43991,856.04248,1399.68384,9.66431,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:49:53-04:00,10070,138.19470,24.44000,74.00000,,855.99420,1400.14355,9.66803,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:50:53-04:00,10071,138.00604,24.44000,74.00000,,855.96881,1400.38672,9.66758,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:51:53-04:00,10072,110.36882,24.43000,74.00000,,855.95557,1400.51355,9.64759,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:52:53-04:00,10073,111.39497,24.42000,74.00000,30.52849,855.93140,1400.74341,9.66210,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:53:53-04:00,10074,138.06322,24.41000,74.00000,,855.91205,1400.92834,9.67033,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:54:53-04:00,10075,123.84872,24.41000,74.00000,,855.89978,1401.04456,9.67914,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:55:53-04:00,10076,104.66645,24.41000,74.00000,,855.89655,1401.07629,9.67081,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:56:53-04:00,10077,93.33030,24.41000,74.10000,,855.87585,1401.27454,9.65586,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:57:53-04:00,10078,130.83305,24.40000,74.00000,31.53376,855.87671,1401.26660,9.66706,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:58:53-04:00,10079,124.57760,24.38000,74.10000,25.76038,855.85205,1401.50171,9.67565,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T01:59:53-04:00,10080,137.90886,24.37000,74.20000,22.27078,855.86169,1401.40918,9.66059,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:00:53-04:00,10081,120.37156,24.37000,74.30000,19.61237,855.84937,1401.52551,9.67837,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:01:53-04:00,10082,118.95925,24.37000,74.40000,,855.86639,1401.36426,9.66230,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:02:53-04:00,10083,138.33189,24.36000,74.50000,17.33545,855.84717,1401.54932,9.66189,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:03:53-04:00,10084,112.65492,24.36000,74.50000,16.65978,855.84674,1401.55188,9.66034,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:04:53-04:00,10085,138.20328,24.35000,74.60000,16.20056,855.86841,1401.34583,9.67897,10.55908,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:05:53-04:00,10086,119.77989,24.35000,74.60000,,855.87000,1401.32996,9.65826,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:06:53-04:00,10087,138.42622,24.35000,74.60000,14.94719,855.85803,1401.44360,9.64581,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:07:53-04:00,10088,138.19899,24.35000,74.50000,14.06982,855.86841,1401.34583,9.67374,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:08:53-04:00,10089,112.81841,24.35000,74.50000,,855.88391,1401.19788,9.66792,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:09:53-04:00,10090,138.32761,24.35000,74.30000,,855.90765,1400.97058,9.65442,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:10:53-04:00,10091,138.07465,24.33000,74.30000,20.37623,855.89966,1401.04724,9.64493,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:11:53-04:00,10092,131.43188,24.33000,74.20000,18.27022,855.90601,1400.98645,9.63901,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:12:53-04:00,10093,138.48625,24.32000,74.30000,21.26053,855.92975,1400.75928,9.66526,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:13:53-04:00,10094,115.81394,24.33000,74.40000,18.48916,855.94189,1400.64294,9.65275,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:14:53-04:00,10095,111.70938,24.31000,74.40000,24.23469,855.94092,1400.65356,9.67329,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:15:53-04:00,10096,56.95515,24.31000,74.30000,28.62782,855.91846,1400.86755,9.67763,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:16:53-04:00,10097,114.88786,24.30000,74.30000,32.98365,855.90784,1400.96802,9.65625,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:17:53-04:00,10098,137.82312,24.30000,74.30000,,855.92487,1400.80676,9.66947,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:18:53-04:00,10099,115.55670,24.30000,74.20000,35.47110,855.89044,1401.13440,9.67207,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:19:53-04:00,10100,118.32214,24.31000,74.30000,31.91565,855.88080,1401.22693,9.65222,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:20:53-04:00,10101,137.82169,24.31000,74.20000,26.04543,855.87061,1401.32471,9.65032,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:21:53-04:00,10102,138.12610,24.29000,74.30000,,855.84253,1401.59155,9.64915,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:22:53-04:00,10103,137.81169,24.29000,74.20000,,855.84747,1401.54395,9.65252,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:23:53-04:00,10104,97.61780,24.28000,74.20000,,855.82635,1401.74744,9.65845,10.86426,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:24:53-04:00,10105,129.00801,24.29000,74.30000,29.86396,855.80255,1401.97473,9.65569,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:25:53-04:00,10106,103.26872,24.28000,74.20000,,855.79736,1402.02222,9.65799,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:26:53-04:00,10107,104.58070,24.28000,74.40000,,855.77985,1402.19141,9.65998,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:27:53-04:00,10108,105.73547,24.26000,74.40000,,855.76880,1402.29700,9.67089,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:28:53-04:00,10109,138.23473,24.26000,74.60000,24.71343,855.77374,1402.24951,9.65757,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:29:53-04:00,10110,138.07465,24.26000,74.70000,27.97468,855.73737,1402.59558,9.65069,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:30:53-04:00,10111,127.55598,24.25000,74.70000,23.19698,855.73889,1402.58240,9.67243,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:31:53-04:00,10112,119.74558,24.24000,74.80000,19.84468,855.70892,1402.86780,9.65660,10.80322,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:32:53-04:00,10113,137.79167,24.23000,74.80000,24.46373,855.69470,1403.00256,9.66835,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:33:53-04:00,10114,137.81740,24.24000,74.90000,,855.69904,1402.96289,9.66945,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:34:53-04:00,10115,133.25549,24.23000,75.00000,,855.67419,1403.19800,9.65307,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:35:53-04:00,10116,97.42058,24.23000,75.00000,,855.65344,1403.39624,9.65200,10.68115,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:36:53-04:00,10117,106.19279,24.23000,74.90000,,855.62781,1403.64197,9.63794,10.74219,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
2026-07-21T02:37:53-04:00,10118,113.56731,24.22000,74.90000,23.33109,855.61737,1403.74231,9.64321,10.62012,,,,WiFi=OK BMP=1 MQ9=1 IMU=1
