date,time,epoch,time_quality,boot_id,uptime_ms,severity,component,event,from_state,to_state,result,details
"2026-07-28","00:01:31",1785214891,"NTP",23,446428970,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141820;sd_ok=1;sd_free=3995771665;wifi=1;rssi=-67;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_ONLINE_CODE_-304;bulk_size=30;bulk_duration_ms=858;wifi_losses=4;ts_failures=247;log_buffer=0;log_dropped=0"
"2026-07-28","01:01:31",1785218491,"NTP",23,450028982,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141820;sd_ok=1;sd_free=3995765724;wifi=1;rssi=-66;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_ONLINE_CODE_-304;bulk_size=30;bulk_duration_ms=858;wifi_losses=4;ts_failures=247;log_buffer=0;log_dropped=0"
"2026-07-28","02:01:31",1785222091,"NTP",23,453628979,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141852;sd_ok=1;sd_free=3995759891;wifi=1;rssi=-67;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_ONLINE_CODE_-304;bulk_size=30;bulk_duration_ms=858;wifi_losses=4;ts_failures=247;log_buffer=0;log_dropped=0"
"2026-07-28","02:12:32",1785222752,"NTP",23,454290552,"WARNING","SYNC","THINGSPEAK_UNAVAILABLE","","","FAIL","mode=ONLINE;code=-304"
"2026-07-28","02:12:33",1785222753,"NTP",23,454290731,"WARNING","SYNC","BACKFILL_TRIGGER","ONLINE","BACKFILL","DEGRADED","cause=THINGSPEAK_FAILURE;code=-304;wifi_status=CONNECTED;wifi_code=3;rssi=-66;pending=1"
"2026-07-28","02:12:33",1785222753,"NTP",23,454290788,"INFO","SYSTEM","STATE_CHANGE","ONLINE","BACKFILL","OK","pending_sd=1;pending_ram=0;wifi=connected;ts_code=-304;cause=THINGSPEAK_ONLINE_CODE_-304"
"2026-07-28","02:12:33",1785222753,"NTP",23,454290843,"INFO","SYNC","BACKFILL_STARTED","ONLINE","BACKFILL","OK","pending_sd=1;pending_ram=0;wifi=connected;ts_code=-304;cause=THINGSPEAK_ONLINE_CODE_-304"
"2026-07-28","02:13:38",1785222818,"NTP",23,454356061,"INFO","SYNC","THINGSPEAK_RECOVERED","","","OK","mode=BACKFILL_BULK;code=200"
"2026-07-28","02:13:38",1785222818,"NTP",23,454356166,"INFO","SYNC","BACKFILL_BATCH_SENT","","","OK","count=2;bytes=378;duration_ms=10795;heap_before=136992;heap_after=136376;remaining=0;offset=0"
"2026-07-28","02:13:38",1785222818,"NTP",23,454356250,"INFO","SYSTEM","STATE_CHANGE","BACKFILL","ONLINE","OK","pending_sd=0;pending_ram=0;wifi=connected;ts_code=200;cause=THINGSPEAK_ONLINE_CODE_-304"
"2026-07-28","02:13:38",1785222818,"NTP",23,454356304,"INFO","SYNC","BACKFILL_COMPLETED","BACKFILL","ONLINE","OK","pending_sd=0;pending_ram=0;wifi=connected;ts_code=200;cause=THINGSPEAK_ONLINE_CODE_-304"
"2026-07-28","03:01:31",1785225691,"NTP",23,457228978,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141852;sd_ok=1;sd_free=3995752526;wifi=1;rssi=-66;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_ONLINE_CODE_-304;bulk_size=30;bulk_duration_ms=10795;wifi_losses=4;ts_failures=248;log_buffer=0;log_dropped=0"
"2026-07-28","04:01:31",1785229291,"NTP",23,460828984,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141852;sd_ok=1;sd_free=3995746691;wifi=1;rssi=-66;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_ONLINE_CODE_-304;bulk_size=30;bulk_duration_ms=10795;wifi_losses=4;ts_failures=248;log_buffer=0;log_dropped=0"
"2026-07-28","04:20:55",1785230455,"NTP",23,461993290,"WARNING","SYNC","THINGSPEAK_UNAVAILABLE","","","FAIL","mode=ONLINE;code=-301"
"2026-07-28","04:20:56",1785230456,"NTP",23,461993471,"WARNING","SYNC","BACKFILL_TRIGGER","ONLINE","BACKFILL","DEGRADED","cause=THINGSPEAK_FAILURE;code=-301;wifi_status=CONNECTED;wifi_code=3;rssi=-66;pending=1"
"2026-07-28","04:20:56",1785230456,"NTP",23,461993527,"INFO","SYSTEM","STATE_CHANGE","ONLINE","BACKFILL","OK","pending_sd=1;pending_ram=0;wifi=connected;ts_code=-301;cause=THINGSPEAK_ONLINE_CODE_-301"
"2026-07-28","04:20:56",1785230456,"NTP",23,461993582,"INFO","SYNC","BACKFILL_STARTED","ONLINE","BACKFILL","OK","pending_sd=1;pending_ram=0;wifi=connected;ts_code=-301;cause=THINGSPEAK_ONLINE_CODE_-301"
"2026-07-28","04:21:32",1785230492,"NTP",23,462030307,"WARNING","SYNC","BACKFILL_BATCH_FAILED","","","FAIL","code=-1;count=2;bytes=378;duration_ms=24003;heap_before=139032;heap_after=138856;pending=2;wifi_status=CONNECTED;wifi_code=3;rssi=-67"
"2026-07-28","04:22:33",1785230553,"NTP",23,462091250,"INFO","SYNC","THINGSPEAK_RECOVERED","","","OK","mode=BACKFILL_BULK;code=200"
"2026-07-28","04:22:33",1785230553,"NTP",23,462091353,"INFO","SYNC","BACKFILL_BATCH_SENT","","","OK","count=3;bytes=543;duration_ms=868;heap_before=139068;heap_after=138160;remaining=0;offset=0"
"2026-07-28","04:22:33",1785230553,"NTP",23,462091438,"INFO","SYSTEM","STATE_CHANGE","BACKFILL","ONLINE","OK","pending_sd=0;pending_ram=0;wifi=connected;ts_code=200;cause=THINGSPEAK_BULK_CODE_-1"
"2026-07-28","04:22:34",1785230554,"NTP",23,462091492,"INFO","SYNC","BACKFILL_COMPLETED","BACKFILL","ONLINE","OK","pending_sd=0;pending_ram=0;wifi=connected;ts_code=200;cause=THINGSPEAK_BULK_CODE_-1"
"2026-07-28","05:01:31",1785232891,"NTP",23,464428985,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141820;sd_ok=1;sd_free=3995739088;wifi=1;rssi=-66;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_BULK_CODE_-1;bulk_size=30;bulk_duration_ms=868;wifi_losses=4;ts_failures=250;log_buffer=0;log_dropped=0"
"2026-07-28","06:01:31",1785236491,"NTP",23,468028982,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141852;sd_ok=1;sd_free=3995733260;wifi=1;rssi=-71;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_BULK_CODE_-1;bulk_size=30;bulk_duration_ms=868;wifi_losses=4;ts_failures=250;log_buffer=0;log_dropped=0"
"2026-07-28","07:01:31",1785240091,"NTP",23,471628986,"INFO","SYSTEM","HEALTH_SNAPSHOT","","","OK","firmware=12.3-SYNC-RC1;heap=141840;sd_ok=1;sd_free=3995727435;wifi=1;rssi=-65;state=ONLINE;pending_sd=0;pending_ram=0;backfill_dropped=0;backfill_cause=THINGSPEAK_BULK_CODE_-1;bulk_size=30;bulk_duration_ms=868;wifi_losses=4;ts_failures=250;log_buffer=0;log_dropped=0"
"2026-07-28","07:19:39",1785241179,"NTP",23,472716855,"WARNING","SYNC","THINGSPEAK_UNAVAILABLE","","","FAIL","mode=ONLINE;code=-304"
"2026-07-28","07:19:39",1785241179,"NTP",23,472717034,"WARNING","SYNC","BACKFILL_TRIGGER","ONLINE","BACKFILL","DEGRADED","cause=THINGSPEAK_FAILURE;code=-304;wifi_status=CONNECTED;wifi_code=3;rssi=-64;pending=1"
"2026-07-28","07:19:39",1785241179,"NTP",23,472717090,"INFO","SYSTEM","STATE_CHANGE","ONLINE","BACKFILL","OK","pending_sd=1;pending_ram=0;wifi=connected;ts_code=-304;cause=THINGSPEAK_ONLINE_CODE_-304"
